bin start	sense overlap	antisense overlap	total overlap
-3000	540480	579386	1119866
-2900	532347	547471	1079818
-2800	553202	569675	1122877
-2700	544695	540638	1085333
-2600	497505	496721	994226
-2500	562042	619328	1181370
-2400	658040	571358	1229398
-2300	646443	626980	1273423
-2200	628861	636061	1264922
-2100	634844	668218	1303062
-2000	672314	697034	1369348
-1900	681493	682373	1363866
-1800	737347	754493	1491840
-1700	673210	708125	1381335
-1600	751948	762523	1514471
-1500	726815	701551	1428366
-1400	812712	750501	1563213
-1300	800196	816699	1616895
-1200	785463	755915	1541378
-1100	792140	789308	1581448
-1000	930411	920821	1851232
-900	1001301	988404	1989705
-800	1023285	1064179	2087464
-700	1332450	1245594	2578044
-600	1482873	1313540	2796413
-500	1562841	1477578	3040419
-400	1893619	1617921	3511540
-300	2115152	1553152	3668304
-200	2483763	1624080	4107843
-100	733368	525264	1258632
0	90119	79731	169850
100	162467	41580	204047
200	56284	48048	104332
300	97932	89298	187230
400	96191	78369	174560
500	111219	99009	210228
600	119950	105961	225911
700	121942	120480	242422
800	193782	152682	346464
900	213920	162103	376023
1000	222751	176572	399323
1100	185118	165746	350864
1200	218632	129628	348260
1300	241216	136357	377573
1400	184080	132860	316940
1500	141757	128407	270164
1600	201594	143702	345296
1700	169743	151971	321714
1800	364618	145015	509633
1900	203769	172602	376371
