bin start	sense overlap	antisense overlap	total overlap
-1999	155119	65256	220375
-1899	151790	133287	285077
-1799	139878	77266	217144
-1699	128003	82322	210325
-1599	148188	76146	224334
-1499	115033	94426	209459
-1399	161196	112675	273871
-1299	157079	64555	221634
-1199	139171	96165	235336
-1099	110498	87710	198208
-999	106985	47167	154152
-899	120289	34978	155267
-799	92190	54338	146528
-699	95005	47276	142281
-599	97250	35431	132681
-499	88899	22613	111512
-399	102820	30150	132970
-299	82174	63564	145738
-199	119069	50568	169637
-99	118746	74560	193306
1	147169	105338	252507
101	154678	194145	348823
201	364877	257192	622069
301	358017	305182	663199
401	412124	364014	776138
501	463510	413753	877263
601	397807	372277	770084
701	351174	316181	667355
801	488969	461500	950469
901	389571	409387	798958
1001	346450	348144	694594
1101	339835	295282	635117
1201	355073	351976	707049
1301	334632	314442	649074
1401	326290	293045	619335
1501	317826	274788	592614
1601	258469	288136	546605
1701	356393	227335	583728
1801	242897	244683	487580
1901	304714	276897	581611
2001	310607	383788	694395
2101	269381	299861	569242
2201	270625	317702	588327
2301	260981	247799	508780
2401	216426	225213	441639
2501	280302	227644	507946
2601	425054	250462	675516
2701	300124	282413	582537
2801	229591	287034	516625
2901	283021	183335	466356
