bin start	sense overlap	antisense overlap	total overlap
-1999	126717	107137	233854
-1899	133062	114705	247767
-1799	100743	81091	181834
-1699	99151	75442	174593
-1599	163153	91804	254957
-1499	124817	82306	207123
-1399	116141	80877	197018
-1299	93688	70702	164390
-1199	109023	88064	197087
-1099	106195	76595	182790
-999	71218	48224	119442
-899	73494	57995	131489
-799	65721	65629	131350
-699	55586	57811	113397
-599	54254	51176	105430
-499	48419	43230	91649
-399	45725	33052	78777
-299	56944	72363	129307
-199	62203	55918	118121
-99	81169	80240	161409
1	150136	121330	271466
101	204601	212629	417230
201	317019	291547	608566
301	343463	374060	717523
401	396415	418925	815340
501	428212	410611	838823
601	437016	445339	882355
701	416271	384256	800527
801	468182	407168	875350
901	420599	398328	818927
1001	378426	387099	765525
1101	363977	333941	697918
1201	299013	293912	592925
1301	355520	365803	721323
1401	365447	344167	709614
1501	338622	296907	635529
1601	305560	304315	609875
1701	356366	307955	664321
1801	288635	302488	591123
1901	283711	294526	578237
2001	327981	366972	694953
2101	300100	288862	588962
2201	297997	296066	594063
2301	318562	290233	608795
2401	272420	298357	570777
2501	332467	282834	615301
2601	342961	252055	595016
2701	320665	285061	605726
2801	274497	292637	567134
2901	272542	248598	521140
