bin start	sense overlap	antisense overlap	total overlap
-3000	37320	35827	73147
-2900	36131	40857	76988
-2800	40848	40625	81473
-2700	46519	42993	89512
-2600	53738	46544	100282
-2500	58439	48841	107280
-2400	53114	35511	88625
-2300	52198	36926	89124
-2200	45561	27695	73256
-2100	53587	35141	88728
-2000	38079	25327	63406
-1900	52504	34884	87388
-1800	40701	40312	81013
-1700	54810	33363	88173
-1600	48317	35067	83384
-1500	42910	36092	79002
-1400	49492	33794	83286
-1300	40401	27287	67688
-1200	61331	35781	97112
-1100	47316	30293	77609
-1000	47042	43264	90306
-900	41159	30805	71964
-800	39925	38508	78433
-700	45479	37213	82692
-600	46004	40971	86975
-500	42121	32148	74269
-400	28604	31808	60412
-300	40865	23646	64511
-200	43124	28061	71185
-100	49239	34828	84067
0	196850	11883	208733
100	189935	7017	196952
200	129649	5198	134847
300	153260	2431	155691
400	180193	5366	185559
500	141801	4068	145869
600	135432	4675	140107
700	143597	5688	149285
800	140322	5884	146206
900	124432	8051	132483
1000	111124	5862	116986
1100	129203	4293	133496
1200	117396	8264	125660
1300	186577	4177	190754
1400	149705	3967	153672
1500	108733	10057	118790
1600	125962	9076	135038
1700	108391	8489	116880
1800	121975	9667	131642
1900	123473	11142	134615
