bin start	sense overlap	antisense overlap	total overlap
-3000	220366	297313	517679
-2900	250712	311271	561983
-2800	227263	271403	498666
-2700	359386	337940	697326
-2600	239287	251756	491043
-2500	268173	202927	471100
-2400	233089	270329	503418
-2300	247342	219861	467203
-2200	239977	309571	549548
-2100	248007	230122	478129
-2000	280378	168244	448622
-1900	303314	259792	563106
-1800	302137	355292	657429
-1700	445541	402137	847678
-1600	192809	170296	363105
-1500	287755	345740	633495
-1400	374508	141770	516278
-1300	223616	229612	453228
-1200	249473	248307	497780
-1100	230897	377065	607962
-1000	235156	263008	498164
-900	203949	171174	375123
-800	252109	300981	553090
-700	239092	249176	488268
-600	232049	278554	510603
-500	217384	211672	429056
-400	233286	273368	506654
-300	220923	208961	429884
-200	380531	263510	644041
-100	84419	78974	163393
0	91903	58248	150151
100	109953	29076	139029
200	137993	65237	203230
300	124028	59485	183513
400	129594	84825	214419
500	118006	36508	154514
600	85529	37138	122667
700	76908	59534	136442
800	109195	58735	167930
900	103831	45288	149119
1000	51890	37513	89403
1100	36043	47754	83797
1200	74795	45669	120464
1300	144429	25001	169430
1400	168218	51878	220096
1500	130261	42689	172950
1600	146790	183497	330287
1700	103458	124012	227470
1800	127254	88162	215416
1900	86753	46326	133079
