bin start	sense overlap	antisense overlap	total overlap
-3000	283324	263064	546388
-2900	311509	248812	560321
-2800	323565	276234	599799
-2700	257709	304584	562293
-2600	284501	344024	628525
-2500	336411	275775	612186
-2400	353909	256075	609984
-2300	365934	308431	674365
-2200	363139	284604	647743
-2100	368041	380567	748608
-2000	281952	369279	651231
-1900	415931	376005	791936
-1800	364081	419826	783907
-1700	345109	308240	653349
-1600	394695	345840	740535
-1500	328906	362458	691364
-1400	431586	440523	872109
-1300	421686	392581	814267
-1200	431463	403860	835323
-1100	451558	388536	840094
-1000	461395	443658	905053
-900	516592	548968	1065560
-800	447192	485478	932670
-700	670371	721906	1392277
-600	794227	672339	1466566
-500	779541	836811	1616352
-400	951230	711173	1662403
-300	977672	750959	1728631
-200	1180658	933455	2114113
-100	441281	302552	743833
0	122262	45888	168150
100	141168	27137	168305
200	83857	17021	100878
300	120058	47931	167989
400	85268	36431	121699
500	80697	47109	127806
600	117439	52217	169656
700	101508	78000	179508
800	175660	82043	257703
900	137733	81772	219505
1000	163486	63302	226788
1100	118244	79116	197360
1200	143761	70253	214014
1300	170737	66339	237076
1400	174201	81532	255733
1500	101795	63723	165518
1600	144765	72280	217045
1700	141731	68710	210441
1800	275312	135206	410518
1900	136686	65375	202061
