bin start	sense overlap	antisense overlap	total overlap
-3000	149750	52721	202471
-2900	208343	95785	304128
-2800	22152	133073	155225
-2700	106217	177871	284088
-2600	45125	366790	411915
-2500	97515	140003	237518
-2400	103094	68041	171135
-2300	105728	148738	254466
-2200	194635	111137	305772
-2100	69345	75700	145045
-2000	190562	101435	291997
-1900	151635	26264	177899
-1800	137416	36182	173598
-1700	110910	223381	334291
-1600	42723	203899	246622
-1500	49249	71128	120377
-1400	143812	350	144162
-1300	157389	38834	196223
-1200	275283	113123	388406
-1100	132104	151078	283182
-1000	102158	100347	202505
-900	20340	310979	331319
-800	90830	273532	364362
-700	77123	87523	164646
-600	302427	160239	462666
-500	198147	149254	347401
-400	162342	98500	260842
-300	135634	78990	214624
-200	130531	168	130699
-100	46743	60336	107079
0	134200	0	134200
100	298803	23296	322099
200	123051	62958	186009
300	117657	32618	150275
400	77131	95	77226
500	108916	18241	127157
600	79092	63744	142836
700	22235	22464	44699
800	102068	10200	112268
900	157239	16272	173511
1000	91950	3692	95642
1100	147125	2160	149285
1200	298366	69	298435
1300	230117	60114	290231
1400	263141	36198	299339
1500	68647	0	68647
1600	16095	48	16143
1700	43175	48202	91377
1800	158480	50716	209196
1900	448665	113930	562595
