bin start	sense overlap	antisense overlap	total overlap
-3000	584252	643173	1227425
-2900	659153	505200	1164353
-2800	522118	484995	1007113
-2700	485052	782002	1267054
-2600	301799	542846	844645
-2500	1054999	257052	1312051
-2400	683481	555982	1239463
-2300	698163	352346	1050509
-2200	316761	898656	1215417
-2100	551570	451291	1002861
-2000	368423	639117	1007540
-1900	923674	644171	1567845
-1800	623407	596916	1220323
-1700	754374	761213	1515587
-1600	598979	746253	1345232
-1500	592265	809175	1401440
-1400	506659	439067	945726
-1300	565437	694846	1260283
-1200	439491	599525	1039016
-1100	864461	809876	1674337
-1000	416988	730491	1147479
-900	717536	440739	1158275
-800	508318	384188	892506
-700	909899	427749	1337648
-600	713026	570216	1283242
-500	964421	909022	1873443
-400	508560	873298	1381858
-300	637429	225420	862849
-200	734498	487536	1222034
-100	766818	638646	1405464
0	1241350	408325	1649675
100	955385	325717	1281102
200	806325	457560	1263885
300	909410	258064	1167474
400	363442	247580	611022
500	543154	553305	1096459
600	641607	395463	1037070
700	334563	519200	853763
800	701449	310437	1011886
900	862934	323310	1186244
1000	650617	320284	970901
1100	633839	560689	1194528
1200	706187	199976	906163
1300	773637	233754	1007391
1400	969307	260733	1230040
1500	413990	1001944	1415934
1600	565293	586217	1151510
1700	276649	501814	778463
1800	265126	186784	451910
1900	635882	73049	708931
