bin start	sense overlap	antisense overlap	total overlap
-1999	2354848	2271466	4626314
-1899	2501421	2324879	4826300
-1799	2481742	2355668	4837410
-1699	2374243	2395357	4769600
-1599	2437325	2203553	4640878
-1499	2832235	2151077	4983312
-1399	2255386	2103958	4359344
-1299	2354295	2070855	4425150
-1199	2235318	2066151	4301469
-1099	2348144	2065594	4413738
-999	2351998	2074528	4426526
-899	2107639	2057017	4164656
-799	1844689	1705580	3550269
-699	1737462	1662962	3400424
-599	1615089	1527894	3142983
-499	1397155	1358063	2755218
-399	1273408	1257551	2530959
-299	1325838	1500253	2826091
-199	1501663	1559459	3061122
-99	1825504	1936181	3761685
1	2761326	2873857	5635183
101	3666542	3753378	7419920
201	3897328	3905903	7803231
301	4000473	4088505	8088978
401	3890270	3864583	7754853
501	3919669	3831401	7751070
601	4070010	3976584	8046594
701	3989700	3764680	7754380
801	3787972	3667349	7455321
901	3536434	3490021	7026455
1001	3282745	3224128	6506873
1101	3631955	3311378	6943333
1201	3190485	3079444	6269929
1301	3143596	3180972	6324568
1401	3381166	3187577	6568743
1501	3094980	2950527	6045507
1601	2886587	2859692	5746279
1701	2921619	2764332	5685951
1801	2775363	2829212	5604575
1901	2644468	2678946	5323414
2001	2770952	2756094	5527046
2101	2733289	2599890	5333179
2201	2694917	2488067	5182984
2301	2515338	2428831	4944169
2401	2562699	2453201	5015900
2501	2356012	2384191	4740203
2601	2362767	2254620	4617387
2701	2365164	2342406	4707570
2801	2349252	2305937	4655189
2901	2231334	2118097	4349431
