bin start	sense overlap	antisense overlap	total overlap
-1999	719008	619467	1338475
-1899	703384	659625	1363009
-1799	695801	684856	1380657
-1699	761525	653531	1415056
-1599	694549	574396	1268945
-1499	802283	606892	1409175
-1399	648039	606012	1254051
-1299	660474	597286	1257760
-1199	718730	604349	1323079
-1099	674535	584038	1258573
-999	786725	587118	1373843
-899	598595	539190	1137785
-799	646177	500141	1146318
-699	540082	424925	965007
-599	545989	470769	1016758
-499	508133	401130	909263
-399	452944	348636	801580
-299	476285	358159	834444
-199	461862	392139	854001
-99	577936	467951	1045887
1	779946	767536	1547482
101	973687	971695	1945382
201	1046468	1056014	2102482
301	1091535	1075067	2166602
401	1036959	1052468	2089427
501	1004255	1072407	2076662
601	1181320	1162177	2343497
701	1021168	965576	1986744
801	994781	1043751	2038532
901	957876	983346	1941222
1001	912870	918088	1830958
1101	1036540	866118	1902658
1201	870937	863745	1734682
1301	836192	884326	1720518
1401	1134655	930973	2065628
1501	870616	785204	1655820
1601	850580	838852	1689432
1701	837400	776947	1614347
1801	746911	844410	1591321
1901	762380	664160	1426540
2001	746895	777356	1524251
2101	775039	696613	1471652
2201	760441	682639	1443080
2301	611763	633298	1245061
2401	799307	685431	1484738
2501	612049	590118	1202167
2601	701088	685367	1386455
2701	810546	643985	1454531
2801	666204	636580	1302784
2901	614823	568199	1183022
