bin start	sense overlap	antisense overlap	total overlap
-1999	1252698	1207543	2460241
-1899	1355700	1252286	2607986
-1799	1310081	1228460	2538541
-1699	1311848	1303250	2615098
-1599	1273348	1186442	2459790
-1499	1431212	1099523	2530735
-1399	1208812	1106107	2314919
-1299	1153720	1097198	2250918
-1199	1211558	1135491	2347049
-1099	1287918	1099393	2387311
-999	1233137	1042585	2275722
-899	1127022	1054030	2181052
-799	992305	888881	1881186
-699	936299	879139	1815438
-599	871845	820108	1691953
-499	798120	754659	1552779
-399	739762	723892	1463654
-299	745298	811717	1557015
-199	793916	828919	1622835
-99	1009379	1037289	2046668
1	1493786	1465043	2958829
101	1869843	1965416	3835259
201	2041512	2030063	4071575
301	2074256	2137228	4211484
401	2073132	2054951	4128083
501	2060106	2042380	4102486
601	2161461	2062107	4223568
701	2065335	1977742	4043077
801	2070074	1961794	4031868
901	1857899	1875745	3733644
1001	1749237	1700695	3449932
1101	1906949	1737396	3644345
1201	1688149	1604972	3293121
1301	1621623	1700266	3321889
1401	1830048	1686925	3516973
1501	1634207	1527364	3161571
1601	1494704	1509743	3004447
1701	1552653	1449106	3001759
1801	1495979	1458207	2954186
1901	1371682	1391161	2762843
2001	1440210	1446396	2886606
2101	1403079	1356722	2759801
2201	1442315	1324782	2767097
2301	1359662	1292292	2651954
2401	1323834	1336500	2660334
2501	1288161	1229444	2517605
2601	1283425	1191241	2474666
2701	1253550	1216489	2470039
2801	1221058	1206477	2427535
2901	1179647	1119524	2299171
